property_id,name,address,price,sq_ft,collected_at,source,listing_id,coordinates,area,type
,,,234655,,2026-04-24T17:49:28.209941,LoopNet API,33041169,"[[-77.593028, 43.146437]]",2820,Office
,,,834440,,2026-04-24T17:49:28.209942,LoopNet API,32968464,"[[-77.589541, 43.144419]]",3049,Multi-Family
,,,1727755,,2026-04-24T17:49:28.209944,LoopNet API,32876301,"[[-77.693209, 43.210131]]",1133,Retail
,,,1404281,,2026-04-24T17:49:28.209946,LoopNet API,32654787,"[[-77.650142, 43.135638]]",2305,Office
,,,1244046,,2026-04-24T17:49:28.209948,LoopNet API,32554456,"[[-77.615191, 43.159897]]",3856,Multi-Family
,,,1786439,,2026-04-24T17:49:28.209949,LoopNet API,32378445,"[[-77.665955, 43.259908]]",3617,Multi-Family
,,,102213,,2026-04-24T17:49:28.209951,LoopNet API,32108855,"[[-77.561308, 43.204157]]",2906,Retail
,,,1522407,,2026-04-24T17:49:28.209953,LoopNet API,31478200,"[[-77.673524, 43.109445]]",3948,Multi-Family
,,,1177626,,2026-04-24T17:49:28.209955,LoopNet API,31300848,"[[-77.455286, 43.209852]]",1470,Office
,,,121312,,2026-04-24T17:49:28.209956,LoopNet API,30644543,"[[-77.623535, 43.147484]]",803,Multi-Family
,,,1337344,,2026-04-24T17:49:28.209978,LoopNet API,29800269,"[[-77.5831, 43.092362]]",1698,Retail
,,,824695,,2026-04-24T17:49:28.209981,LoopNet API,29057874,"[[-77.636271, 43.0941]]",2967,Retail
,,,206232,,2026-04-24T17:49:28.209983,LoopNet API,28764317,"[[-74.193444, 40.921858], [-77.656597, 43.11786]]",1791,Multi-Family
,,,1909888,,2026-04-24T17:49:28.209985,LoopNet API,28639149,"[[-77.620477, 43.086632]]",3205,Industrial
,,,383692,,2026-04-24T17:49:28.209987,LoopNet API,28431245,"[[-77.587104, 43.18259]]",3676,Multi-Family
,,,483149,,2026-04-24T17:49:28.209989,LoopNet API,27373913,"[[-77.616208, 43.068077]]",2347,Retail
,,,583208,,2026-04-24T17:49:28.209991,LoopNet API,25607807,"[[-77.561877, 43.175906]]",4183,Office
,,,589596,,2026-04-24T17:49:28.209993,LoopNet API,25060286,"[[-77.731417, 43.213995]]",1631,Retail
,,,1434994,,2026-04-24T17:49:28.209995,LoopNet API,24504892,"[[-77.602434, 43.161704]]",3498,Multi-Family
,,,858091,,2026-04-24T17:49:28.209997,LoopNet API,22039846,"[[-77.711586, 43.210741]]",2149,Industrial
,,,1373891,,2026-04-24T17:49:28.209998,LoopNet API,18800479,"[[-77.697693, 43.105656]]",1293,Office
,,,1990276,,2026-04-24T17:49:28.210000,LoopNet API,16334777,"[[-77.735362, 43.214659]]",1318,Office
,,,1621313,,2026-04-24T17:49:28.210002,LoopNet API,9282621,"[[-77.66594, 43.014168]]",4514,Multi-Family
,,,264759,,2026-04-24T17:49:28.210004,LoopNet API,40264721,"[[-77.634923, 43.082694]]",4212,Office
,,,1361383,,2026-04-24T17:49:28.210006,LoopNet API,40060772,"[[-77.58537, 43.190654]]",2989,Office
,,,1469210,,2026-04-24T17:49:28.210008,LoopNet API,40060393,"[[-77.605212, 43.196182]]",1636,Retail
,,,859079,,2026-04-24T17:49:28.210009,LoopNet API,40044603,"[[-77.594262, 43.154185]]",2804,Office
,,,1729905,,2026-04-24T17:49:28.210017,LoopNet API,39690768,"[[-77.636795, 43.199908]]",905,Multi-Family
,,,1469278,,2026-04-24T17:49:28.210020,LoopNet API,39135136,"[[-77.450523, 43.107187]]",2182,Retail
,,,241818,,2026-04-24T17:49:28.210022,LoopNet API,38658005,"[[-77.649384, 43.161883]]",1328,Retail
,,,1730059,,2026-04-24T17:49:28.210023,LoopNet API,37835183,"[[-77.689202, 43.184202]]",2153,Multi-Family
,,,417272,,2026-04-24T17:49:28.210025,LoopNet API,37802144,"[[-77.729757, 43.216637]]",1644,Industrial
,,,1914697,,2026-04-24T17:49:28.210027,LoopNet API,37672628,"[[-77.58338, 43.161273]]",4664,Office
,,,742581,,2026-04-24T17:49:28.210029,LoopNet API,36753479,"[[-77.609031, 43.188089]]",4325,Retail
,,,853305,,2026-04-24T17:49:28.210031,LoopNet API,33967070,"[[-77.600692, 43.090541]]",4303,Industrial
,,,1794580,,2026-04-24T17:49:28.210033,LoopNet API,33594054,"[[-77.59515, 43.197256]]",1204,Office
,,,277801,,2026-04-24T17:49:28.210034,LoopNet API,33563624,"[[-77.670594, 43.205411]]",4781,Office
,,,1440128,,2026-04-24T17:49:28.210036,LoopNet API,31365120,"[[-77.617893, 43.104205]]",569,Industrial
,,,693599,,2026-04-24T17:49:28.210038,LoopNet API,31072254,"[[-77.672354, 43.208394]]",1029,Office
,,,1539337,,2026-04-24T17:49:28.210040,LoopNet API,29679893,"[[-77.625991, 43.083275]]",4270,Office
,,,1742050,,2026-04-24T17:49:28.210042,LoopNet API,27340026,"[[-77.596171, 43.094725]]",3286,Retail
,,,1941603,,2026-04-24T17:49:28.210043,LoopNet API,25423067,"[[-77.660068, 43.189489]]",4858,Multi-Family
,,,1744626,,2026-04-24T17:49:28.210045,LoopNet API,39240335,"[[-77.626972, 43.266573]]",1746,Office
,,,349165,,2026-04-24T17:49:28.210047,LoopNet API,38506503,"[[-77.722156, 43.147954]]",4484,Office
,,,645643,,2026-04-24T17:49:28.210048,LoopNet API,39688759,"[[-77.491895, 43.134963]]",1219,Retail
,,,1645372,,2026-04-24T17:49:28.210050,LoopNet API,40147316,"[[-77.641461, 43.262428]]",2332,Retail
,,,1352861,,2026-04-24T17:49:28.210052,LoopNet API,39935759,"[[-77.59466, 43.158984]]",2746,Retail
,,,821785,,2026-04-24T17:49:28.210054,LoopNet API,39922564,"[[-77.629057, 43.164435]]",4513,Industrial
,,,1576946,,2026-04-24T17:49:28.210056,LoopNet API,39493768,"[[-77.652739, 43.183327]]",3606,Multi-Family
,,,657881,,2026-04-24T17:49:28.210057,LoopNet API,39179151,"[[-77.637042, 43.21747]]",3772,Retail
,,,673899,,2026-04-24T17:49:28.210059,LoopNet API,39135313,"[[-77.59963, 43.147174]]",3060,Retail
,,,209389,,2026-04-24T17:49:28.210061,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",1757,Multi-Family
,,,1056804,,2026-04-24T17:49:28.210063,LoopNet API,38672790,"[[-77.695841, 43.252085]]",1665,Industrial
,,,1072629,,2026-04-24T17:49:28.210065,LoopNet API,38658813,"[[-77.62946, 43.144108]]",1382,Retail
,,,178890,,2026-04-24T17:49:28.210067,LoopNet API,38657835,"[[-77.680431, 43.165312]]",2943,Multi-Family
,,,221663,,2026-04-24T17:49:28.210069,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",4965,Multi-Family
,,,1698831,,2026-04-24T17:49:28.210071,LoopNet API,38349243,"[[-77.630426, 43.152136]]",3375,Multi-Family
,,,227533,,2026-04-24T17:49:28.210072,LoopNet API,38172504,"[[-77.681036, 43.16491]]",4289,Office
,,,1704728,,2026-04-24T17:49:28.210074,LoopNet API,37635578,"[[-77.605897, 43.163075]]",4768,Retail
,,,1946080,,2026-04-24T17:49:28.210076,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",4388,Retail
,,,1640233,,2026-04-24T17:49:28.210077,LoopNet API,37405107,"[[-77.654446, 43.055679]]",3778,Industrial
,,,1322362,,2026-04-24T17:49:28.210079,LoopNet API,36720805,"[[-77.507789, 43.181558]]",3450,Office
,,,1338472,,2026-04-24T17:49:28.210081,LoopNet API,36541756,"[[-77.609937, 43.162058]]",4188,Multi-Family
,,,1014067,,2026-04-24T17:49:28.210082,LoopNet API,36012352,"[[-77.547591, 43.226692]]",1848,Retail
,,,1067765,,2026-04-24T17:49:28.210084,LoopNet API,35743582,"[[-77.552951, 43.1471]]",1815,Industrial
,,,1331424,,2026-04-24T17:49:28.210085,LoopNet API,35635912,"[[-77.663813, 43.204382]]",2191,Retail
,,,488772,,2026-04-24T17:49:28.210087,LoopNet API,33830092,"[[-77.734078, 43.095041]]",1339,Multi-Family
,,,1009962,,2026-04-24T17:49:28.210089,LoopNet API,33820009,"[[-77.599713, 43.172094]]",695,Industrial
,,,209519,,2026-04-24T17:49:28.210091,LoopNet API,33012857,"[[-77.750032, 43.254493]]",2225,Multi-Family
,,,510964,,2026-04-24T17:49:28.210093,LoopNet API,32888406,"[[-77.658047, 43.128951]]",4881,Office
,,,653567,,2026-04-24T17:49:28.210095,LoopNet API,31278281,"[[-77.614263, 43.17995]]",2553,Multi-Family
,,,1077221,,2026-04-24T17:49:28.210096,LoopNet API,28535219,"[[-77.640383, 43.058454]]",1795,Multi-Family
,,,1017468,,2026-04-24T17:49:28.210098,LoopNet API,25194189,"[[-77.5988, 43.20861]]",668,Industrial
,,,1117578,,2026-04-24T17:49:28.210100,LoopNet API,39001771,"[[-77.569704, 43.130621]]",2948,Office
,,,1985679,,2026-04-24T17:49:28.210101,LoopNet API,37336938,"[[-77.68565, 43.186082]]",4145,Retail
,,,644448,,2026-04-24T17:49:28.210103,LoopNet API,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",1604,Office
,,,524912,,2026-04-24T17:49:28.210105,LoopNet API,25271303,"[[-77.652613, 43.187679]]",2986,Multi-Family
,,,1047025,,2026-04-24T17:49:28.210106,LoopNet API,15015949,"[[-77.43438, 43.15122]]",4625,Multi-Family
,,,704316,,2026-04-24T17:49:28.210108,LoopNet API,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",725,Office
,,,1967147,,2026-04-24T18:20:27.989987,LoopNet API,39893735,"[[-77.660457, 43.193003]]",4962,Industrial
,,,1107108,,2026-04-24T18:20:27.989997,LoopNet API,35580945,"[[-77.58521, 43.099027], [-77.615191, 43.159897], [-77.597745, 43.114269]]",1050,Office
,,,107717,,2026-04-24T18:20:27.990000,LoopNet API,40249018,"[[-77.430051, 43.212429]]",3602,Office
,,,1996558,,2026-04-24T18:20:27.990002,LoopNet API,40248577,"[[-77.560017, 43.156468]]",4942,Multi-Family
,,,1173026,,2026-04-24T18:20:27.990004,LoopNet API,40196679,"[[-77.652427, 43.152328]]",786,Multi-Family
,,,564778,,2026-04-24T18:20:27.990005,LoopNet API,40167211,"[[-77.562736, 43.200697]]",799,Industrial
,,,1751034,,2026-04-24T18:20:27.990007,LoopNet API,40165640,"[[-77.628225, 43.172969]]",880,Industrial
,,,213651,,2026-04-24T18:20:27.990009,LoopNet API,40148504,"[[-77.600309, 43.15064], [-77.600497, 43.150705]]",2491,Office
,,,575801,,2026-04-24T18:20:27.990011,LoopNet API,40078420,"[[-77.573042, 43.160413]]",2600,Office
,,,239882,,2026-04-24T18:20:27.990012,LoopNet API,40043513,"[[-77.6065, 43.11427]]",1464,Industrial
,,,1400761,,2026-04-24T18:20:27.990014,LoopNet API,39993415,"[[-77.611223, 43.160168]]",2424,Multi-Family
,,,1307839,,2026-04-24T18:20:27.990016,LoopNet API,39915284,"[[-77.607737, 43.15959]]",2576,Multi-Family
,,,1330709,,2026-04-24T18:20:27.990017,LoopNet API,39871963,"[[-77.61928, 43.103326]]",3212,Office
,,,387648,,2026-04-24T18:20:27.990019,LoopNet API,39817288,"[[-77.630988, 43.19586]]",2259,Multi-Family
,,,430427,,2026-04-24T18:20:27.990021,LoopNet API,39712189,"[[-77.678778, 43.108532]]",3530,Multi-Family
,,,778417,,2026-04-24T18:20:27.990022,LoopNet API,39625204,"[[-77.7088, 43.146607]]",3559,Multi-Family
,,,708324,,2026-04-24T18:20:27.990024,LoopNet API,39616616,"[[-77.696694, 43.183124]]",4456,Multi-Family
,,,1957277,,2026-04-24T18:20:27.990026,LoopNet API,39602403,"[[-77.452169, 43.208601]]",4069,Office
,,,1018638,,2026-04-24T18:20:27.990027,LoopNet API,39577570,"[[-77.732154, 43.217996]]",2547,Retail
,,,807429,,2026-04-24T18:20:27.990028,LoopNet API,39558241,"[[-77.486755, 43.079174]]",3239,Retail
,,,805441,,2026-04-24T18:20:27.990030,LoopNet API,39432321,"[[-77.603237, 43.115479]]",673,Office
,,,995872,,2026-04-24T18:20:27.990031,LoopNet API,39402981,"[[-77.569621, 43.201708]]",4861,Multi-Family
,,,972876,,2026-04-24T18:20:27.990032,LoopNet API,39388644,"[[-77.583062, 43.163556]]",1045,Multi-Family
,,,226504,,2026-04-24T18:20:27.990034,LoopNet API,39322261,"[[-77.628546, 43.135555], [-77.62244, 43.13992], [-77.62866, 43.13642], [-77.64013, 43.12885]]",4744,Retail
,,,1568214,,2026-04-24T18:20:27.990035,LoopNet API,39317559,"[[-77.652737, 43.184384]]",4508,Multi-Family
,,,940146,,2026-04-24T18:20:27.990037,LoopNet API,39302800,"[[-77.687407, 43.208923]]",4097,Retail
,,,1573520,,2026-04-24T18:20:27.990038,LoopNet API,39270340,"[[-77.596377, 43.140599], [-77.595678, 43.140665], [-77.596294, 43.140951], [-77.596385, 43.140912], [-77.596329, 43.140442]]",1558,Industrial
,,,1480231,,2026-04-24T18:20:27.990039,LoopNet API,39265429,"[[-77.579476, 43.138666]]",4467,Industrial
,,,1407114,,2026-04-24T18:20:27.990041,LoopNet API,39265207,"[[-77.579987, 43.150797]]",4132,Office
,,,1223128,,2026-04-24T18:20:27.990042,LoopNet API,39228650,"[[-77.615279, 43.101188]]",1805,Office
,,,1858910,,2026-04-24T18:20:27.990043,LoopNet API,39172088,"[[-77.674289, 43.111963]]",2210,Office
,,,756589,,2026-04-24T18:20:27.990045,LoopNet API,39113038,"[[-77.641053, 43.146858]]",3379,Retail
,,,804957,,2026-04-24T18:20:27.990046,LoopNet API,39108272,"[[-77.63549, 43.154894]]",1574,Office
,,,1216964,,2026-04-24T18:20:27.990047,LoopNet API,39082310,"[[-77.607652, 43.180298]]",505,Office
,,,1816296,,2026-04-24T18:20:27.990049,LoopNet API,39042100,"[[-77.632072, 43.179548]]",1693,Retail
,,,773176,,2026-04-24T18:20:27.990050,LoopNet API,39031619,"[[-77.559786, 43.169987]]",542,Office
,,,1317604,,2026-04-24T18:20:27.990051,LoopNet API,39029056,"[[-77.629854, 43.253288]]",2021,Multi-Family
,,,1338772,,2026-04-24T18:20:27.990052,LoopNet API,38905443,"[[-77.586462, 43.163805]]",2393,Industrial
,,,1163286,,2026-04-24T18:20:27.990054,LoopNet API,38834356,"[[-77.581409, 43.161119]]",826,Industrial
,,,1067094,,2026-04-24T18:20:27.990055,LoopNet API,38816016,"[[-77.66101, 43.149414]]",1982,Office
,,,959930,,2026-04-24T18:20:27.990056,LoopNet API,38794915,"[[-77.651745, 43.145283]]",790,Retail
,,,1679266,,2026-04-24T18:20:27.990058,LoopNet API,38693769,"[[-77.642082, 43.222331]]",2075,Multi-Family
,,,591712,,2026-04-24T18:20:27.990059,LoopNet API,38636419,"[[-77.626949, 43.16643], [-77.600855, 43.173812]]",962,Retail
,,,1038861,,2026-04-24T18:20:27.990060,LoopNet API,38636410,"[[-77.661895, 43.046676]]",2546,Industrial
,,,986134,,2026-04-24T18:20:27.990061,LoopNet API,38610227,"[[-77.564976, 43.14901]]",514,Office
,,,1137083,,2026-04-24T18:20:27.990063,LoopNet API,38553022,"[[-77.599309, 43.157494]]",2449,Multi-Family
,,,259837,,2026-04-24T18:20:27.990064,LoopNet API,38530756,"[[-77.59832, 43.159179]]",4309,Retail
,,,1040606,,2026-04-24T18:20:27.990065,LoopNet API,38530691,"[[-77.599626, 43.159095]]",687,Multi-Family
,,,164994,,2026-04-24T18:20:27.990066,LoopNet API,38500653,"[[-77.59903, 43.142998]]",1093,Industrial
,,,1937642,,2026-04-24T18:20:27.990068,LoopNet API,38455770,"[[-77.63365, 43.197508]]",1707,Office
,,,1558559,,2026-04-24T18:20:27.990069,LoopNet API,38433685,"[[-77.509827, 43.178265]]",2310,Retail
,,,1666964,,2026-04-24T18:20:27.990074,LoopNet API,38423222,"[[-77.670455, 43.205365]]",4121,Retail
,,,1979855,,2026-04-24T18:20:27.990075,LoopNet API,38357735,"[[-77.61102, 43.25571]]",776,Multi-Family
,,,222193,,2026-04-24T18:20:27.990076,LoopNet API,38353121,"[[-77.487226, 43.118583]]",646,Retail
,,,582093,,2026-04-24T18:20:27.990078,LoopNet API,38337053,"[[-77.736792, 43.182119]]",3050,Industrial
,,,503102,,2026-04-24T18:20:27.990079,LoopNet API,38306416,"[[-77.618951, 43.10377], [-77.619241, 43.104197]]",1273,Multi-Family
,,,971617,,2026-04-24T18:20:27.990080,LoopNet API,38263561,"[[-77.66493, 43.131087]]",3747,Retail
,,,921489,,2026-04-24T18:20:27.990081,LoopNet API,38226122,"[[-77.641095, 43.201649]]",2817,Office
,,,778333,,2026-04-24T18:20:27.990082,LoopNet API,37994174,"[[-77.675616, 43.037633]]",1299,Industrial
,,,1837199,,2026-04-24T18:20:27.990083,LoopNet API,37974523,"[[-77.606928, 43.160039]]",705,Multi-Family
,,,523204,,2026-04-24T18:20:27.990085,LoopNet API,37938064,"[[-77.609412, 43.159125]]",723,Office
,,,1510417,,2026-04-24T18:20:27.990086,LoopNet API,37863022,"[[-77.66444, 43.13292]]",2666,Multi-Family
,,,1074680,,2026-04-24T18:20:27.990087,LoopNet API,37840949,"[[-77.607784, 43.14062]]",2826,Multi-Family
,,,1910486,,2026-04-24T18:20:27.990088,LoopNet API,37766162,"[[-77.659114, 43.15824]]",1440,Retail
,,,1663737,,2026-04-24T18:20:27.990089,LoopNet API,37685380,"[[-77.640861, 43.080778]]",4819,Multi-Family
,,,267041,,2026-04-24T18:20:27.990091,LoopNet API,37564679,"[[-77.601539, 43.089175], [-77.602465, 43.089255]]",1679,Office
,,,1420997,,2026-04-24T18:20:27.990092,LoopNet API,37029121,"[[-77.704267, 43.185293]]",1835,Retail
,,,706843,,2026-04-24T18:20:27.990093,LoopNet API,36911005,"[[-77.665334, 43.133994]]",2470,Office
,,,1559827,,2026-04-24T18:20:27.990094,LoopNet API,36845807,"[[-77.521768, 43.091687]]",2384,Retail
,,,1310995,,2026-04-24T18:20:27.990096,LoopNet API,36712607,"[[-77.625163, 43.164318]]",1290,Multi-Family
,,,1340637,,2026-04-24T18:20:27.990097,LoopNet API,36694513,"[[-77.618797, 43.102607]]",2903,Office
,,,943909,,2026-04-24T18:20:27.990098,LoopNet API,36693922,"[[-77.618859, 43.102351]]",1238,Office
,,,497913,,2026-04-24T18:20:27.990099,LoopNet API,36611613,"[[-77.628904, 43.174154]]",4587,Industrial
,,,1285728,,2026-04-24T18:20:27.990101,LoopNet API,36398849,"[[-77.581112, 43.0941]]",1516,Office
,,,950448,,2026-04-24T18:20:27.990102,LoopNet API,35789458,"[[-77.710627, 43.146659]]",4053,Office
,,,1995467,,2026-04-24T18:20:27.990103,LoopNet API,35561380,"[[-77.603447, 43.147115]]",3154,Industrial
,,,135102,,2026-04-24T18:20:27.990104,LoopNet API,35029105,"[[-77.593411, 43.12617]]",2409,Office
,,,1593339,,2026-04-24T18:20:27.990111,LoopNet API,34615706,"[[-77.631762, 43.087828]]",1269,Office
,,,1199808,,2026-04-24T18:20:27.990112,LoopNet API,34483921,"[[-77.628616, 43.135441]]",2593,Industrial
,,,1118184,,2026-04-24T18:20:27.990114,LoopNet API,33831590,"[[-77.761502, 43.097409]]",1243,Office
,,,818147,,2026-04-24T18:20:27.990115,LoopNet API,33162249,"[[-77.611413, 43.155727]]",728,Retail
,,,1874331,,2026-04-24T18:20:27.990116,LoopNet API,33041169,"[[-77.593028, 43.146437]]",4782,Multi-Family
,,,1528632,,2026-04-24T18:20:27.990118,LoopNet API,32968464,"[[-77.589541, 43.144419]]",3076,Industrial
,,,1663762,,2026-04-24T18:20:27.990119,LoopNet API,32876301,"[[-77.693209, 43.210131]]",3688,Office
,,,935268,,2026-04-24T18:20:27.990120,LoopNet API,32654787,"[[-77.650142, 43.135638]]",4905,Multi-Family
,,,1534231,,2026-04-24T18:20:27.990121,LoopNet API,32554456,"[[-77.615191, 43.159897]]",4082,Office
,,,1065130,,2026-04-24T18:20:27.990122,LoopNet API,32378445,"[[-77.665955, 43.259908]]",1447,Retail
,,,1678733,,2026-04-24T18:20:27.990124,LoopNet API,32108855,"[[-77.561308, 43.204157]]",1091,Industrial
,,,1383146,,2026-04-24T18:20:27.990125,LoopNet API,31478200,"[[-77.673524, 43.109445]]",4698,Industrial
,,,1888540,,2026-04-24T18:20:27.990126,LoopNet API,31300848,"[[-77.455286, 43.209852]]",1787,Multi-Family
,,,1937810,,2026-04-24T18:20:27.990128,LoopNet API,30644543,"[[-77.623535, 43.147484]]",4093,Industrial
,,,1924401,,2026-04-24T18:20:27.990129,LoopNet API,29800269,"[[-77.5831, 43.092362]]",3845,Office
,,,1392330,,2026-04-24T18:20:27.990130,LoopNet API,29057874,"[[-77.636271, 43.0941]]",1597,Office
,,,641295,,2026-04-24T18:20:27.990132,LoopNet API,28764317,"[[-74.193444, 40.921858], [-77.656597, 43.11786]]",1416,Industrial
,,,1819298,,2026-04-24T18:20:27.990133,LoopNet API,28639149,"[[-77.620477, 43.086632]]",2128,Retail
,,,1066744,,2026-04-24T18:20:27.990134,LoopNet API,28431245,"[[-77.587104, 43.18259]]",1634,Retail
,,,338722,,2026-04-24T18:20:27.990135,LoopNet API,27373913,"[[-77.616208, 43.068077]]",2721,Retail
,,,1479284,,2026-04-24T18:20:27.990137,LoopNet API,25607807,"[[-77.561877, 43.175906]]",1014,Retail
,,,1667780,,2026-04-24T18:20:27.990138,LoopNet API,25060286,"[[-77.731417, 43.213995]]",1074,Retail
,,,1953366,,2026-04-24T18:20:27.990139,LoopNet API,24504892,"[[-77.602434, 43.161704]]",647,Multi-Family
,,,942760,,2026-04-24T18:20:27.990141,LoopNet API,22039846,"[[-77.711586, 43.210741]]",2006,Retail
,,,1614809,,2026-04-24T18:20:27.990142,LoopNet API,18800479,"[[-77.697693, 43.105656]]",543,Multi-Family
,,,331347,,2026-04-24T18:20:27.990143,LoopNet API,16334777,"[[-77.735362, 43.214659]]",3343,Industrial
,,,780374,,2026-04-24T18:20:27.990145,LoopNet API,9282621,"[[-77.66594, 43.014168]]",3825,Industrial
,,,1445721,,2026-04-24T18:20:27.990146,LoopNet API,40264721,"[[-77.634923, 43.082694]]",4982,Industrial
,,,915729,,2026-04-24T18:20:27.990147,LoopNet API,40060772,"[[-77.58537, 43.190654]]",3878,Industrial
,,,1886458,,2026-04-24T18:20:27.990149,LoopNet API,40060393,"[[-77.605212, 43.196182]]",2966,Retail
,,,716215,,2026-04-24T18:20:27.990150,LoopNet API,40044603,"[[-77.594262, 43.154185]]",723,Office
,,,989285,,2026-04-24T18:20:27.990151,LoopNet API,39690768,"[[-77.636795, 43.199908]]",2821,Multi-Family
,,,107969,,2026-04-24T18:20:27.990153,LoopNet API,39135136,"[[-77.450523, 43.107187]]",4327,Office
,,,855427,,2026-04-24T18:20:27.990154,LoopNet API,38658005,"[[-77.649384, 43.161883]]",3346,Office
,,,1562556,,2026-04-24T18:20:27.990155,LoopNet API,37835183,"[[-77.689202, 43.184202]]",3771,Multi-Family
,,,752829,,2026-04-24T18:20:27.990157,LoopNet API,37802144,"[[-77.729757, 43.216637]]",1710,Industrial
,,,995642,,2026-04-24T18:20:27.990158,LoopNet API,37672628,"[[-77.58338, 43.161273]]",1801,Multi-Family
,,,824979,,2026-04-24T18:20:27.990159,LoopNet API,36753479,"[[-77.609031, 43.188089]]",4865,Multi-Family
,,,1233544,,2026-04-24T18:20:27.990160,LoopNet API,33967070,"[[-77.600692, 43.090541]]",684,Retail
,,,423497,,2026-04-24T18:20:27.990162,LoopNet API,33594054,"[[-77.59515, 43.197256]]",4230,Multi-Family
,,,290505,,2026-04-24T18:20:27.990163,LoopNet API,33563624,"[[-77.670594, 43.205411]]",2508,Retail
,,,1376356,,2026-04-24T18:20:27.990164,LoopNet API,31365120,"[[-77.617893, 43.104205]]",2154,Multi-Family
,,,1084475,,2026-04-24T18:20:27.990165,LoopNet API,31072254,"[[-77.672354, 43.208394]]",1923,Industrial
,,,915516,,2026-04-24T18:20:27.990167,LoopNet API,29679893,"[[-77.625991, 43.083275]]",2637,Office
,,,977134,,2026-04-24T18:20:27.990168,LoopNet API,27340026,"[[-77.596171, 43.094725]]",3930,Industrial
,,,1823630,,2026-04-24T18:20:27.990169,LoopNet API,25423067,"[[-77.660068, 43.189489]]",3880,Retail
,,,1598178,,2026-04-24T18:20:27.990170,LoopNet API,39240335,"[[-77.626972, 43.266573]]",3250,Office
,,,1638610,,2026-04-24T18:20:27.990171,LoopNet API,38506503,"[[-77.722156, 43.147954]]",1239,Office
,,,1716516,,2026-04-24T18:20:27.990173,LoopNet API,39688759,"[[-77.491895, 43.134963]]",2138,Industrial
,,,527951,,2026-04-24T18:20:27.990174,LoopNet API,40147316,"[[-77.641461, 43.262428]]",3379,Multi-Family
,,,870492,,2026-04-24T18:20:27.990175,LoopNet API,39935759,"[[-77.59466, 43.158984]]",3800,Multi-Family
,,,220731,,2026-04-24T18:20:27.990178,LoopNet API,39922564,"[[-77.629057, 43.164435]]",4577,Multi-Family
,,,1791450,,2026-04-24T18:20:27.990180,LoopNet API,39493768,"[[-77.652739, 43.183327]]",963,Industrial
,,,1298701,,2026-04-24T18:20:27.990181,LoopNet API,39179151,"[[-77.637042, 43.21747]]",2133,Retail
,,,869434,,2026-04-24T18:20:27.990182,LoopNet API,39135313,"[[-77.59963, 43.147174]]",720,Multi-Family
,,,1124862,,2026-04-24T18:20:27.990183,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",3709,Multi-Family
,,,1986644,,2026-04-24T18:20:27.990185,LoopNet API,38672790,"[[-77.695841, 43.252085]]",1787,Office
,,,1035543,,2026-04-24T18:20:27.990186,LoopNet API,38658813,"[[-77.62946, 43.144108]]",2203,Office
,,,469184,,2026-04-24T18:20:27.990187,LoopNet API,38657835,"[[-77.680431, 43.165312]]",2956,Industrial
,,,1299615,,2026-04-24T18:20:27.990188,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",3561,Office
,,,1635691,,2026-04-24T18:20:27.990190,LoopNet API,38349243,"[[-77.630426, 43.152136]]",2268,Office
,,,929701,,2026-04-24T18:20:27.990191,LoopNet API,38172504,"[[-77.681036, 43.16491]]",1999,Office
,,,392693,,2026-04-24T18:20:27.990192,LoopNet API,37635578,"[[-77.605897, 43.163075]]",2864,Office
,,,658876,,2026-04-24T18:20:27.990193,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",3710,Retail
,,,1091389,,2026-04-24T18:20:27.990195,LoopNet API,37405107,"[[-77.654446, 43.055679]]",2253,Industrial
,,,1957431,,2026-04-24T18:20:27.990196,LoopNet API,36720805,"[[-77.507789, 43.181558]]",2822,Industrial
,,,1914758,,2026-04-24T18:20:27.990197,LoopNet API,36541756,"[[-77.609937, 43.162058]]",3446,Multi-Family
,,,1775614,,2026-04-24T18:20:27.990198,LoopNet API,36012352,"[[-77.547591, 43.226692]]",1892,Office
,,,1941229,,2026-04-24T18:20:27.990200,LoopNet API,35743582,"[[-77.552951, 43.1471]]",1140,Multi-Family
